-0.631908   -0.451104   -6.94461
-0.637415   -0.426595   -7.005132
-0.636598   -0.397645   -6.99615
-0.607663   -0.454453   -6.996171
-0.607529   -0.425955   -6.994621
-0.608761   -0.398365   -7.008809
-0.583297   -0.429414   -7.05142
-0.582608   -0.400313   -7.043088
-0.5868   -0.374394   -7.093773
-0.563543   -0.407593   -7.171171
-0.566366   -0.380375   -7.207097
-0.561564   -0.348139   -7.145991
-0.518391   -0.299319   -7.372683
-0.491034   -0.301243   -7.420078
-0.486387   -0.268553   -7.349861
-0.461693   -0.271913   -7.441818
-0.465067   -0.243467   -7.496198
-0.526263   0.48213   -8.482581
-0.433664   -0.273648   -7.489314
-0.431738   -0.242163   -7.456062
-0.432863   -0.212445   -7.47549
-0.49044   0.515792   -8.469831
-0.401757   -0.273016   -7.472006
-0.401251   -0.242375   -7.462592
-0.406514   -0.21486   -7.560468
-0.455739   0.034411   -8.475966
-0.455883   0.516329   -8.478649
-0.453169   0.547472   -8.428171
-0.376551   -0.184807   -7.586812
-0.414104   0.067746   -8.343435
-0.420674   0.447336   -8.475819
-0.420928   0.482037   -8.480932
-0.416544   0.511089   -8.3926
-0.416694   0.545358   -8.39563
-0.416488   0.579156   -8.391464
-0.351737   -0.188322   -7.731114
-0.348516   -0.155498   -7.660323
-0.389297   0.069477   -8.556675
-0.37852   0.101331   -8.319791
-0.386631   0.379508   -8.498068
-0.383907   0.411092   -8.438197
-0.382307   0.443494   -8.403032
-0.382174   0.477444   -8.40012
-0.381434   0.510556   -8.383846
-0.382173   0.545648   -8.400084
-0.381146   0.578194   -8.377527
-0.380713   0.611509   -8.368006
-0.319034   -0.187894   -7.713549
-0.319887   -0.125598   -7.734159
-0.348746   0.102696   -8.431903
-0.341883   0.134234   -8.265972
-0.350102   0.343652   -8.464684
-0.348479   0.376266   -8.425453
-0.347263   0.40904   -8.396067
-0.345947   0.441447   -8.364244
-0.346885   0.476693   -8.386914
-0.3474   0.511501   -8.399367
-0.345401   0.542462   -8.351044
-0.345673   0.576819   -8.357617
-0.345617   0.61065   -8.356251
-0.290393   -0.126686   -7.801178
-0.293116   -0.095906   -7.874334
-0.31126   0.135789   -8.361746
-0.307594   0.167738   -8.263274
-0.315511   0.275288   -8.475953
-0.314375   0.308584   -8.445443
-0.312546   0.340876   -8.396309
