% Position error,Rotation error (deg),Rotation rate error (deg/s),Velocity (m/s),Distance (m)
0.0653983017494,0.6355748343678008,0.027460836081955264,0.101037870415,8.50181796604
0.0652002809963,0.4636231968791306,0.28427941594854733,0.10020647716,8.45175893155
0.0650926244662,0.4642268582349616,0.14336970978403674,0.0994022841771,8.40207609385
0.0651025765767,0.568541092972343,0.23728972649489943,0.103711737717,8.35022096711
0.0651614921962,0.7275078903054416,0.01225179841735713,0.100078081925,8.30018889461
0.0650815489525,0.7760274497051071,0.32793718797387594,0.103060882402,8.24867755512
0.0648975371592,0.8075097295057597,0.02766054936922835,0.100546288417,8.1984208588
0.0649009228094,0.7464855493043359,0.09697047134708203,0.103357435769,8.14674492707
0.0649042599612,0.6192696681509763,0.19299100671919778,0.0983415426091,8.09757499341
0.0648348314435,0.9970006145509577,0.6146014936590953,0.101277556872,8.04693738991
0.064758846408,0.9135953280066459,0.1299527026127283,0.101431313972,7.99622640819
0.0647053729329,0.7425255334139952,0.3336685326470139,0.101600614342,7.94543106068
0.0647008412503,0.8612238277185665,0.11182470882923479,0.0988990392366,7.89598258186
0.0645874012163,1.010465292657614,0.3418136394078717,0.104394953116,7.84378998525
0.064432070721,0.8774621988394609,0.2916920650751216,0.100349332187,7.79362873474
0.0643867237521,0.9823048653295846,0.19876178827783075,0.098359795866,7.74444890704
0.064521244131,1.1213023125313941,0.09725085490130336,0.104709531033,7.69210903173
0.0645777305474,1.1962737987607344,0.10746967551779107,0.0994838881279,7.64237218124
0.064216206638,1.0971813142818354,0.2504065853292454,0.100342840307,7.59226365527
0.0641549148822,1.0619254387477362,0.0444344701667676,0.0987716385995,7.54288412259
0.0640474709666,0.7799680895031272,0.31848720043095113,0.10127869753,7.49228076353
0.0639155882695,0.7812275561169522,0.1460825484454551,0.0987876633081,7.44289905082
0.0638675962917,0.6877827891924997,0.150015897326508,0.101459950765,7.39216981291
0.0638192048623,0.8373120643178444,0.28078419620249306,0.0991037587085,7.34262374727
0.0637301260059,0.7251748194607606,0.27896054768779344,0.100912270208,7.2921696574
0.0637061656154,0.8704268099018656,0.12146654452188965,0.100581038526,7.24187955717
0.0636161835585,0.7766075742810761,0.08283288256895993,0.101840398508,7.19096294015
0.0636451546459,0.7040679265379256,0.18146788970532768,0.10153690764,7.14019662055
0.0634483016384,0.7635404031580342,0.20501407900871005,0.0972406511253,7.09159043572
0.063579173819,0.5311167210918747,0.40045222395016467,0.0983620979085,7.04242590382
0.0635770276051,0.7127568390731108,0.37558085235990735,0.100739702423,6.99205869803
0.0633833695619,0.5845677712677495,0.3666780758599151,0.101464290674,6.94133826835
0.0633406368152,0.6689513774936829,0.06873572492383584,0.0994170951391,6.89162972652
0.0632383663028,0.5989523803547402,0.108266958812413,0.0991274849231,6.84207719172
0.0632680182755,0.5727859067566082,0.3211609814611984,0.100327644496,6.7919229467
0.0632337075055,0.5600086610583899,0.3227917280801078,0.0986182578205,6.74261992014
0.0630658965883,0.50637310640345,0.20431353286114362,0.10316700871,6.69104426798
0.0630008357236,0.49038929981527335,0.18146671450848917,0.0977101438933,6.6421999523
0.0630578713796,0.5105799211809922,0.052390701179316324,0.101848433285,6.59128005844
0.0627902683238,0.36185256155089557,0.03255159853371037,0.101408624241,6.54059736308
0.0630251329731,0.4295418140802379,0.16342650035504036,0.0995194301916,6.49087266542
0.0629380073912,0.5356795039994275,0.22534443169439466,0.100548631373,6.4406039343
0.0629195339326,0.47002498378949487,0.160106776078754,0.10274008395,6.38923445867
0.0630450572997,0.4827372672065703,0.1224767200058885,0.0999204366804,6.33928757469
0.0628891224142,0.5773392753797796,0.019515223223683265,0.10077943898,6.2889297416
0.0629977338466,0.523635337943848,0.12439341657845127,0.10020447488,6.23884326585
0.0626784897094,0.5489785669943748,12.209287850506284,0.100077312108,6.1888340539
0.0626090234947,0.4673336224904629,0.05162868164749401,0.100674037533,6.13850141535
0.0623921132256,0.5093249097900767,0.12688819058743928,0.097922282557,6.08957410655
0.062380174374,0.30379168400035417,0.0893493070281961,0.103032537795,6.03806030251
0.0623110545807,0.4113824434648349,0.07635207682283518,0.0979877998926,5.98907076035
0.0618987830687,0.40574961003637766,0.34113313902372955,0.102235524907,5.93799941676
0.0619023952972,0.2645499930494047,0.03413752595560027,0.100525317399,5.88775642005
0.0617210350024,0.4429191657435778,0.11210922096118647,0.100752016551,5.83738677679
0.0613843656198,0.47265818037164514,0.10580779997935164,0.100200722274,5.78731312695
0.0611604020407,0.4130354010255455,0.007906619982433583,0.100982767615,5.73683378951
0.0609057592905,0.3086616188784408,0.10722464511303453,0.102910972902,5.68539109999
0.0606292306122,0.37704828777730864,0.03929398715926613,0.0979292889805,5.63645594799
0.0604152506295,0.45249555305534644,0.057572104382408895,0.10172980935,5.58559899957
0.0602184094583,0.5445514152908488,0.21546425037735162,0.0985505597218,5.53632953636
0.0599027473316,0.7258589324247067,0.026094056984165448,0.101206378391,5.48574584143
0.0593346436641,0.5322199847921062,0.17401934559716636,0.101128947024,5.4352603592
0.0590395419704,0.6185302168172434,0.020677180940436024,0.0986520669744,5.38595059194
0.0587784790821,0.7694614287719344,0.1089054436424064,0.100751540308,5.33559643583
0.0584452668275,0.7502317582875188,0.04392244066156081,0.101091624194,5.28507708101
0.058126885496,0.7286587965612605,0.1624770591253295,0.0996597734383,5.23526530598
0.0577359466275,0.8716273763145204,0.07941611007846472,0.0994068131966,5.18559182244
0.0574730588314,0.9706113618059462,0.007285954546469853,0.101301918752,5.13495303494
0.0571140150353,0.8454884919512717,0.018905928735523325,0.0998580399141,5.08507096938
0.056947031806,0.8724321833372936,0.055516950234197004,0.100718638144,5.03471420208
0.0566635957551,0.841856644488832,0.03952466497474738,0.102035152467,4.98370922203
0.0566953110395,0.9636249133102919,0.0015795242618299454,0.0994568185347,4.93398483229
0.056530569701,0.9874842916899574,0.31399686759751333,0.0989082389988,4.88454265445
0.0560580266218,0.8725240561094653,0.09583908653714612,0.100509595944,4.83433231536
0.055702224385,0.8591081910747812,0.20476263784648907,0.102112320539,4.78331070377
0.055447706446,0.8583664366880708,0.16544391111081502,0.0994263579552,4.73361508418
0.0553432617045,0.7972193857279746,0.18816221665042576,0.101449979854,4.68289018303
0.05541986959,0.7907822732852575,0.16141308377530628,0.0994828022586,4.63315898864
0.0552360765946,0.8725028635604593,0.14789517310139644,0.100968494245,4.58270417453
0.0550095579598,0.8036038116768153,0.07626608273817403,0.101414640855,4.53200203761
0.054855722686,0.9463238034306379,0.09084290968526965,0.102066476376,4.48098242867
0.0549319019792,0.8082523747392726,0.07898955259831464,0.10198754228,4.43001522867
0.0548493115487,0.7417707159885378,0.04162502112996336,0.101466839649,4.37928510893
0.0542436275338,0.7553247583912923,0.03196516691755136,0.099936187294,4.3293668237
0.054354560922,0.8497057077399051,0.02642977048759043,0.101820947928,4.27846584954
0.0542691702191,0.8277141427724721,0.024623470594599794,0.100299313627,4.2283177713
0.053898943697,0.8519714652817467,0.04854260751442485,0.101901956688,4.17738923708
0.0538550605826,0.7250007931994792,0.3315789244107732,0.101545931406,4.12661809919
0.0536804394315,0.7517064535098285,0.040818148135453924,0.100354406293,4.07644655452
0.053681437744,0.6619655875266848,0.09830946124124029,0.103205574488,4.0248460445
0.0534416968008,0.6923855921432012,0.06629902105999808,0.10023795829,3.9747425417
0.0535093196576,0.7010639742705754,0.015002169269203947,0.0998867384028,3.92481632008
0.0532225929018,0.6702141565828192,0.3265104112183135,0.102328718992,3.87366015988
0.0533071162146,0.6128708707975142,0.20927991744220442,0.101845961783,3.82274642992
0.0532564594942,0.5071722255541823,0.023462793858152864,0.101797120705,3.77184874948
0.0532667747979,0.5413819484372403,0.11546580937132145,0.101128844285,3.72128728215
0.0531381692947,0.4924115627981958,0.02812776096841585,0.100027517854,3.67128052672
0.052870715108,0.4779028165161403,0.15361581862420248,0.102167184258,3.6202128854
0.0528933878321,0.44975498956635135,0.11037797663708204,0.100445369568,3.56999690463
0.0524567961846,0.4813880141762798,0.0349880152703026,0.10081392036,3.51960039773
0.0524071448457,0.4992258012870984,0.060590472259637984,0.102155688289,3.46852771609
0.0522952263974,0.5321200585552368,0.025035647198181188,0.100560334029,3.41825936185
0.0523688582924,0.5617617478097594,0.10731579979585426,0.101157551741,3.36769216933
0.0519842734193,0.5613556307859803,0.0743896977162164,0.101270949591,3.31706579044
0.0515292114589,0.6085428129306408,0.05866807369215099,0.0997307103289,3.26721007735
0.0511969402009,0.5709170845335992,0.023792488246622945,0.101788318389,3.21632480964
0.0507751089003,0.5872247795507254,0.008504479743354665,0.0987730162533,3.16695667206
0.0506939137413,0.5619283960835387,0.02461705551219051,0.100754515081,3.11658717074
0.0501006781086,0.5040961545014558,0.06546320720845067,0.100275485159,3.06646490064
0.0494471996272,0.39700953035401304,0.22902529007800965,0.100251607179,3.01635997323
0.0489517276608,0.4168077173440277,0.004586290671467985,0.100671479963,2.96603551956
0.0490374355449,0.45899981682314067,0.12146355084367588,0.102867981684,2.91465033161
0.0483566040495,0.31719501214270457,0.3155107938022139,0.0988637310587,2.86526423276
0.0480184864819,0.4612479905303135,0.2969144044162215,0.102553113665,2.81401395025
0.0476985901677,0.4339071473351267,0.06723354846209784,0.0999005618772,2.76407570205
0.0469721643468,0.36136519781956616,0.28870451333409264,0.100547426268,2.71382139439
0.0462922649518,0.36000985882018194,0.07169104961750783,0.099566830642,2.66409237809
0.0461352486229,0.469258634539171,0.10627546111320108,0.10217658469,2.61301678624
0.0452322680709,0.47632500888455487,0.41865223437205934,0.099348974797,2.56337926949
0.0446137753452,0.3165057989227443,0.19772970661573286,0.100545509435,2.51312206347
0.0439514528105,0.3365791774772044,0.20007559032789946,0.102154156314,2.46205333268
0.0432588265821,0.5104105834290037,0.043007126325123046,0.10050524955,2.41181089559
0.0423395911692,0.3302233619399181,0.046781291383455326,0.100585018803,2.3615441226
0.0423796389159,0.4130244765180029,0.0823276585105499,0.0999788912945,2.31156255271
0.0416545323847,0.4484073296579879,0.07162220344389691,0.0995925355484,2.26179346012
0.0413319643768,0.675602713599856,0.4579234986735994,0.0979117192912,2.21283941161
0.0416798782547,0.9275605055529974,0.04698967775958618,0.0943015551013,2.16578219905
0.0407502191526,0.679378440111714,0.3839370299643834,0.102014487442,2.11478836947
0.0377027464133,0.5931399065332306,0.3603806579675597,0.10393717731,2.06310400494
0.0363683189059,0.6382361577044278,0.22868101006499186,0.104559678633,2.010864404
0.0354705241967,0.6977090259724928,0.09422044863534262,0.101980710601,1.9599241081
0.0340951068637,0.5284312578917366,0.29142923715799274,0.0991040746535,1.91040543042
0.0336625782793,0.8022120611407895,0.5401817177641663,0.103068216786,1.85888044292
0.0325299731671,0.9589142902566796,0.27115602709794384,0.0986714743947,1.80963410788
0.0316421951788,1.0746710817184302,0.22370317469377055,0.101931302846,1.75868044684
0.0299875821973,1.0618180853515824,0.25905511363932376,0.099361181324,1.70904306653
0.0293473735061,1.1507056387832064,0.25531747034166363,0.100622580055,1.6587495419
0.0280598462231,1.1380800859089408,0.018607246378907316,0.0993756437974,1.60907291698
0.0258780552415,1.0232192541343272,0.19776450935993006,0.100259984349,1.5590000668
0.0235743929166,1.2942894250570716,0.5444841433436678,0.100037554771,1.50904119342
0.0216556185495,1.338404178336925,0.021465129974476582,0.0976264460973,1.46026927207
0.0189016511923,1.1929825828057683,0.28703589204624214,0.101886386367,1.40939822796
0.0175564462734,1.5092772660204983,7.165514291810278,0.100565365815,1.35912562399
0.0154211560997,1.6023975034492008,0.20888853835535937,0.0989512828185,1.30969356194
0.0137962453187,1.9058878601708658,0.5321422632998423,0.0974636381107,1.26100042283
0.011174962782,2.257561550358156,0.5461961900253063,0.0992897741514,1.21150653912
0.0108292918108,2.611396616506622,0.608472630306629,0.0971106080009,1.1631229919
0.0128599391516,2.919991807591775,0.46258618646616867,0.0976348332254,1.11451114828
0.0166299065808,3.2105286142587244,0.6051801400866785,0.099302540193,1.06511304498
0.0226877363528,3.7564035274181475,0.8265823275574089,0.0996732859111,1.0156533891
