% Position error,Rotation error (deg),Rotation rate error (deg/s),Velocity (m/s),Distance (m)
0.0673780819347,0.42088238845190706,0,0,9.94416337164
0.0675412301432,0.2216296725629072,0.6101960216855549,0.0885206436198,9.90594372654
0.0673072058288,0.40842554241951134,0.26920092620411307,0.100755213002,9.85693869743
0.0673433022648,0.40145087758860537,0.05499872234840808,0.093865728878,9.81017410652
0.0670979012215,0.3749214136871092,0.2899192789507703,0.10233201462,9.75905705066
0.0670104905277,0.558818348860284,0.2610759479006459,0.0984109730424,9.70993030164
0.0669893658906,0.48756742659382335,0.1679068090706748,0.0971271461408,9.66142117813
0.0669241338923,0.3985979097802371,0.3113633319134257,0.1011711123,9.61084221815
0.0668525438694,0.38920712772074084,0.26019929142784637,0.102277217416,9.55972082747
0.0667057666248,0.21291875028170307,0.019044939083435963,0.0998702867279,9.50981898835
0.06663319551,0.4164523044714113,0.23811261424200314,0.0984272647388,9.46064183795
0.0664729563569,0.5782778652156493,0.052974757918293314,0.102515441689,9.40942124092
0.0664881641181,0.7703418220481504,0.40724104671215144,0.101224377296,9.35881072188
0.0662409539936,0.5692446307815002,0.29879299834124406,0.0991398869856,9.30928896755
0.0661498527321,0.6893301556398631,0.18133430681693596,0.102010271057,9.25828818527
0.0660684847752,0.4617193156567193,0.08958403649417157,0.100995409169,9.20781996731
0.065937166693,0.6222200591661913,0.059210899863983535,0.0992657235686,9.15821005263
0.0657952978565,0.3634757121473916,0.27467452394401004,0.101704895849,9.1074079294
0.0656932909328,0.4595385055509498,0.10119895487197716,0.0991056558215,9.05786279401
0.0658874801218,0.3780784875742592,0.03838865102466915,0.0987581783989,9.00852393565
0.065673509883,0.45702540086643983,0.10530827611592564,0.103039825488,8.95703335071
0.0656055164682,0.5517010903330196,0.031091704169475598,0.100471527743,8.90681623907
0.0654893011421,0.5172939908857573,0.0737299029548506,0.102010274207,8.85582007235
0.0654125551927,0.49616362740208186,0.014231104242054649,0.102973409419,8.8043368563
0.0654363909612,0.5566426729284216,0.050859245266371644,0.0985843709437,8.75510927325
0.0654294869514,0.3432584296020106,0.3803631436725876,0.102257316557,8.70398273544
0.0654057221616,0.49060971036873163,0.2734002390184225,0.101646639641,8.65315953239
0.0652860593212,0.5990233298134371,0.22190243440135493,0.10073485657,8.60280036671
0.0652989186003,0.6076883960732335,0.005290197314439027,0.10096216631,8.55232502578
0.0653984141515,0.6355748343678008,0.027460836081955264,0.101034284512,8.50181940211
0.0651992735047,0.46365391636183645,0.28421550428995523,0.100220791629,8.45175335074
0.0650927287673,0.4642268582349616,0.14344253037450372,0.0993953895354,8.40207360701
0.0651035427895,0.568546780014081,0.23723145854815453,0.103701802429,8.35022349319
0.0651622746811,0.7276158379541167,0.012447585395368499,0.100088381656,8.30018638645
0.0650815363558,0.7760274497051071,0.32777913191030006,0.103062730031,8.24867439817
0.0648976097901,0.8075097295057597,0.02766054936922835,0.100541334816,8.1984201606
0.0649009513154,0.7464855493043359,0.09697047134708203,0.103353591246,8.14674614738
0.064904308199,0.6192696681509763,0.19299100671919778,0.0983479060266,8.09757303243
0.0648349900246,0.9970006145509577,0.6146014936590953,0.101277223401,8.04693559015
0.0647587487171,0.9135953280066459,0.1299527026127283,0.101430003772,7.9962252712
0.0647055780375,0.7425255334139952,0.3336685326470139,0.101604070972,7.94542819073
0.0647007180134,0.8612238277185665,0.11182470882923479,0.0988934795778,7.89598248234
0.0645876219447,1.010465292657614,0.3418136394078717,0.104398253483,7.84378819302
0.0644322672197,0.8774621988394609,0.2916920650751216,0.100349529511,7.79362675757
0.0643868240266,0.9823048653295846,0.19876178827783075,0.0983477862367,7.74445293442
0.0645213650581,1.1213023125313941,0.09725085490130336,0.104713585635,7.69211103854
0.0645776144781,1.1962737987607344,0.10746967551779107,0.0994898280672,7.64237118783
0.0642160200917,1.0971813142818354,0.2504065853292454,0.100342743422,7.59226275903
0.0641551251062,1.0619254387477362,0.0444344701667676,0.0987740405884,7.54288203794
0.0640476989139,0.7799680895031272,0.31848720043095113,0.101270551228,7.4922825701
0.0639156707047,0.7812075034186188,0.14622576697610512,0.0987903798774,7.44289933856
0.0638681104324,0.6877674571222016,0.15001308304552108,0.101460798082,7.39216966417
0.0638185392515,0.8372290314100472,0.2809877530524938,0.0991047486584,7.34262350065
0.0637299480775,0.7251748194607606,0.2790124363440061,0.10091108826,7.29216989805
0.0637062616115,0.8704268099018656,0.12146654452188965,0.100583873653,7.24187838388
0.0636161174114,0.7766075742810761,0.08283288256895993,0.101837896441,7.19096303112
0.0636452186206,0.7040679265379256,0.18146788970532768,0.101533238654,7.14019855352
0.0634484445439,0.7635335124435192,0.2048888010777361,0.097246475035,7.09158949964
0.0635797874933,0.5311167210918747,0.4003302220138192,0.0983610227544,7.04242564346
0.0635771120448,0.7127568390731108,0.37558085235990735,0.100735374164,6.99206058984
0.0633834579781,0.5845677712677495,0.3666780758599151,0.101464016746,6.94134029676
0.0633392898638,0.6690267025606879,0.0689161975618422,0.0994234618484,6.89162857312
0.0632400718467,0.5988362296274389,0.10850632605081234,0.0991242616111,6.84207719172
0.0632693062376,0.5727198876990743,0.32128031625950015,0.100324154871,6.79192482654
0.0632320274638,0.5601663299211107,0.3231989522468801,0.0986247442422,6.74261834029
0.063064554967,0.5063208168490829,0.20461896376774025,0.103164626168,6.6910439442
0.063000958817,0.49038929981527335,0.18136824546335717,0.0977077185121,6.64220098871
0.0630598131709,0.5104922080329626,0.05220210271522685,0.101851889418,6.59127952317
0.0627902675087,0.36185256155089557,0.03235770347979727,0.101412283583,6.54059537189
0.0630248269578,0.4295418140802379,0.16342650035504036,0.0995171461386,6.4908717441
0.0629383593459,0.5356283716335728,0.22525169827811986,0.100549189817,6.44060264479
0.062916213303,0.47017576558185326,0.1604020361606704,0.102737711633,6.38923431593
0.0630431779188,0.4827959748421259,0.12266771186597669,0.0999189070119,6.33928841929
0.0628880509943,0.5775345863528726,0.020255864423735837,0.100782996655,6.2889289591
0.0629894153832,0.5241291573111598,0.12402088280077272,0.100201905273,6.23884288024
0.0626699211235,0.5492622892834065,12.208582079187156,0.10007343631,6.18883565313
0.0626130356711,0.46728709157128007,0.051688102884079434,0.100680305923,6.13849916229
0.0623899536379,0.5081903506222485,0.12293286776695034,0.0979299040969,6.08956893069
0.0623784301688,0.3037751923609367,0.08540617630190894,0.103020853113,6.03806068143
0.0623145387844,0.4113922736176057,0.07649112064529628,0.0979881772582,5.98907080836
0.0618991706347,0.4057476172949044,0.34113259916309513,0.102239775635,5.93799816741
0.0619019129852,0.2645499930494047,0.03419124390371575,0.100524428066,5.88775564933
0.0617230031335,0.4428280253484201,0.11216801459479253,0.100749050767,5.8373873192
0.0613844295312,0.47265818037164514,0.10588938240882495,0.100201330234,5.78731372995
0.061160544493,0.4130354010255455,0.007906619982433583,0.100981678888,5.73683493497
0.0609043531452,0.3086299208332548,0.1070392834716074,0.102912596942,5.68539162151
0.0606274137441,0.3770070133734682,0.03929262276659884,0.0979291121755,5.63645660538
0.0604157657025,0.4525477289990535,0.05750509446000951,0.101731918787,5.58559835385
0.0602182831344,0.5445163257058079,0.21595718332768676,0.0985480614716,5.53633018293
0.0599021163172,0.7258187931154392,0.02542931208917132,0.101208007915,5.48574574759
0.0593333254132,0.5321704562085836,0.1739012598395817,0.101126569398,5.435261559
0.0590398066859,0.6185302168172434,0.020515694229362502,0.0986518047934,5.3859517084
0.0587781881077,0.7694614287719344,0.1089054436424064,0.100754327664,5.33559621842
0.0584466118063,0.7502922431653017,0.044072879209043236,0.101097135672,5.28507376175
0.0581267333077,0.7286587965612605,0.16233215469897377,0.0996534958507,5.23526537306
0.05773653931,0.8716273763145204,0.07941611007846472,0.0994043282576,5.18559298251
0.0574721792796,0.9704613621794372,0.007087523311528621,0.101303199839,5.13495386465
0.0571121936305,0.8462147864068923,0.01991427661723133,0.0998648840328,5.0850683347
0.056947143286,0.8724321833372936,0.05661889392436592,0.100715261748,5.03471313407
0.0566634231568,0.841856644488832,0.03952466497474738,0.102034081317,4.98370871245
