-1.272818   -0.607803   -8.317285
-1.257077   -0.61696   -8.442599
-1.243899   -0.576576   -8.354094
-1.211847   -0.611755   -8.371371
-1.211305   -0.543539   -8.367627
-1.182809   -0.580511   -8.411098
-1.192136   -0.550671   -8.477419
-1.1521   -0.582573   -8.440987
-1.154837   -0.515256   -8.461034
-1.116109   -0.547774   -8.432828
-1.12703   -0.518564   -8.515346
-1.089476   -0.517455   -8.497138
-1.095073   -0.485439   -8.540792
-1.05392   -0.482769   -8.49382
-1.060318   -0.451007   -8.545389
-1.031763   -0.453994   -8.601983
-0.99742   -0.454557   -8.612648
-0.990488   -0.416675   -8.552792
-0.959605   -0.418635   -8.593015
-0.934782   -0.42349   -8.692679
-0.92803   -0.385396   -8.629897
-0.892801   -0.42065   -8.634382
-0.861786   -0.387709   -8.681706
-0.86036   -0.35188   -8.667337
-0.829705   -0.389506   -8.721933
-0.828623   -0.318271   -8.710562
-0.794281   -0.354386   -8.729079
-0.799381   -0.320995   -8.785124
-0.759682   -0.35509   -8.746406
-0.759345   -0.319439   -8.742517
-0.763629   -0.285548   -8.791845
-0.725091   -0.284694   -8.765558
-0.69525   -0.287344   -8.84717
-0.698535   -0.252614   -8.888974
-0.658422   -0.287242   -8.844004
-0.660808   -0.216212   -8.876053
-0.623733   -0.2521   -8.870877
-0.629265   -0.218002   -8.949548
-0.58953   -0.253168   -8.908465
-0.590692   -0.217429   -8.926015
-0.590354   -0.181087   -8.920909
-0.555616   -0.181794   -8.955721
-0.556421   -0.145646   -8.96869
-0.520071   -0.218782   -8.981544
-0.519386   -0.182078   -8.969716
-0.518292   -0.145356   -8.950831
-0.48178   -0.181887   -8.960295
-0.483458   -0.146016   -8.991491
-0.517286   0.42964   -9.620637
-0.513813   0.465552   -9.556057
-0.510369   0.500968   -9.492004
-0.447762   -0.183131   -9.021574
-0.44996   -0.110418   -9.065867
-0.46596   0.038115   -9.388245
-0.460779   0.075382   -9.283843
-0.476565   0.467786   -9.601907
-0.468908   0.498626   -9.447637
-0.467893   0.53582   -9.427187
-0.412699   -0.147308   -9.071042
-0.411697   -0.110213   -9.049033
-0.412186   -0.073562   -9.059772
-0.430459   0.038412   -9.461422
-0.42599   0.076026   -9.363175
-0.422679   0.113153   -9.290416
-0.418772   0.149475   -9.204527
-0.432076   0.424117   -9.496958
-0.428052   0.458364   -9.408498
-0.428323   0.496876   -9.41447
-0.427293   0.53381   -9.391828
-0.425537   0.569589   -9.353232
-0.425017   0.606818   -9.341786
-0.37394   -0.110115   -9.041043
-0.378039   -0.074215   -9.140143
-0.393737   0.038648   -9.519691
-0.388777   0.076323   -9.399768
-0.383966   0.113068   -9.283456
-0.381213   0.149676   -9.216888
-0.379437   0.186224   -9.173954
-0.379125   0.223285   -9.166411
-0.389408   0.382235   -9.415039
-0.38947   0.420526   -9.41654
-0.387241   0.456129   -9.36264
-0.386282   0.492916   -9.339448
-0.386615   0.531291   -9.347502
-0.385834   0.56809   -9.328616
-0.38599   0.606208   -9.332397
-0.385599   0.643444   -9.322943
-0.340766   -0.074331   -9.15441
-0.339572   -0.037035   -9.122331
-0.35841   0.03909   -9.628396
-0.352529   0.076897   -9.470429
-0.348889   0.114154   -9.37264
-0.344557   0.150316   -9.256264
-0.343766   0.187463   -9.234999
-0.341628   0.223557   -9.177578
-0.340771   0.260162   -9.154546
-0.350824   0.306099   -9.424619
-0.350071   0.343622   -9.404374
-0.348719   0.380328   -9.368073
-0.34881   0.41847   -9.370511
-0.347948   0.455384   -9.347344
-0.347078   0.4921   -9.323991
-0.346659   0.529314   -9.312725
-0.347259   0.568103   -9.328831
-0.346678   0.604963   -9.313237
-0.347249   0.643833   -9.328581
-0.300729   -0.073797   -9.088696
-0.305026   -0.037426   -9.218585
-0.320839   0.039366   -9.69648
-0.315516   0.077426   -9.535615
-0.311433   0.114636   -9.41221
-0.308722   0.151517   -9.330268
-0.305669   0.187524   -9.238003
-0.305203   0.224686   -9.223936
-0.303536   0.260702   -9.173542
-0.301488   0.295934   -9.111646
-0.309931   0.34225   -9.366822
-0.309232   0.37942   -9.345691
-0.308725   0.416678   -9.330377
-0.308661   0.454462   -9.328417
-0.308912   0.492735   -9.33602
-0.308881   0.530584   -9.335066
-0.307065   0.565142   -9.280205
-0.307485   0.603643   -9.292901
-0.308686   0.643874   -9.329183
-0.310212   0.685119   -9.375296
-0.26635   -0.074698   -9.199639
-0.279413   0.078362   -9.650834
-0.274157   0.115332   -9.469316
-0.272141   0.152645   -9.399677
-0.26929   0.188807   -9.301193
-0.268267   0.225707   -9.265862
-0.266588   0.261677   -9.207872
-0.265796   0.298171   -9.180526
-0.264326   0.333587   -9.129743
-0.270187   0.378872   -9.332191
-0.269048   0.415002   -9.292847
-0.268722   0.452181   -9.281596
-0.269495   0.491271   -9.308286
-0.270162   0.530371   -9.331323
